player_name,national_team,club_name,club_wikipedia_url,club_country,start_age_est,end_age_est,start_year_est,end_year_est,source_primary,source_secondary,confidence,notes
Paul Okon-Engstler,Australia,Western Sydney Wanderers,https://en.wikipedia.org/wiki/Western_Sydney_Wanderers_FC,Australia,13,13,2018,2018,Wikipedia player infobox,https://en.wikipedia.org/wiki/Paul_Okon-Engstler,medium,First-pass youth record from Wikipedia. Original youth span: 2018. Club country still needs backfill.
Paul Okon-Engstler,Australia,Club Brugge,https://en.wikipedia.org/wiki/Club_Brugge_KV,Belgium,14,16,2019,2021,Wikipedia player infobox,https://en.wikipedia.org/wiki/Paul_Okon-Engstler,medium,First-pass youth record from Wikipedia. Original youth span: 2019–2022. Club country still needs backfill.
Alexander Schlager,Austria,ASK Salzburg,,Austria,6,9,2002,2005,Wikipedia player infobox,https://en.wikipedia.org/wiki/Alexander_Schlager,medium,First-pass youth record from Wikipedia. Original youth span: 2002–2005. Club country still needs backfill.
Alexander Schlager,Austria,Red Bull Salzburg,https://en.wikipedia.org/wiki/FC_Red_Bull_Salzburg,Austria,9,11,2005,2007,Wikipedia player infobox,https://en.wikipedia.org/wiki/Alexander_Schlager,medium,First-pass youth record from Wikipedia. Original youth span: 2005–2007. Club country still needs backfill.
Alexander Schlager,Austria,ASK Maxglan,,Austria,11,11,2007,2007,Wikipedia player infobox,https://en.wikipedia.org/wiki/Alexander_Schlager,medium,First-pass youth record from Wikipedia. Original youth span: 2007. Club country still needs backfill.
Alexander Schlager,Austria,Austria Salzburg,https://en.wikipedia.org/wiki/SV_Austria_Salzburg,Austria,11,13,2007,2009,Wikipedia player infobox,https://en.wikipedia.org/wiki/Alexander_Schlager,medium,First-pass youth record from Wikipedia. Original youth span: 2007–2009. Club country still needs backfill.
Alexander Schlager,Austria,Red Bull Salzburg,https://en.wikipedia.org/wiki/FC_Red_Bull_Salzburg,Austria,13,16,2009,2012,Wikipedia player infobox,https://en.wikipedia.org/wiki/Alexander_Schlager,medium,First-pass youth record from Wikipedia. Original youth span: 2009–2015. Club country still needs backfill.
David Alaba,Austria,SV Aspern,,Austria,9,10,2001,2002,Wikipedia player infobox,https://en.wikipedia.org/wiki/David_Alaba,medium,First-pass youth record from Wikipedia. Original youth span: 2001–2002. Club country still needs backfill.
David Alaba,Austria,Austria Wien,https://en.wikipedia.org/wiki/FK_Austria_Wien,Austria,10,16,2002,2008,Wikipedia player infobox,https://en.wikipedia.org/wiki/David_Alaba,medium,First-pass youth record from Wikipedia. Original youth span: 2002–2008. Club country still needs backfill.
David Alaba,Austria,Bayern Munich,https://en.wikipedia.org/wiki/Bayern_Munich_Junior_Team,Germany,16,16,2008,2008,Wikipedia player infobox,https://en.wikipedia.org/wiki/David_Alaba,medium,First-pass youth record from Wikipedia. Original youth span: 2008–2009. Club country still needs backfill.
Kevin Danso,Austria,FC Augsburg,https://en.wikipedia.org/wiki/FC_Augsburg,Germany,16,16,2014,2014,Wikipedia player infobox,https://en.wikipedia.org/wiki/Kevin_Danso,medium,First-pass youth record from Wikipedia. Original youth span: 2014–2016. Club country still needs backfill.
Kevin Danso,Austria,Milton Keynes Dons,https://en.wikipedia.org/wiki/Milton_Keynes_Dons_F.C.,England,16,16,2014,2014,Wikipedia player infobox,https://en.wikipedia.org/wiki/Kevin_Danso,medium,First-pass youth record from Wikipedia. Original youth span: 0000 –2014. Club country still needs backfill.
Konrad Laimer,Austria,USC Abersee,,Austria,5,10,2002,2007,Wikipedia player infobox,https://en.wikipedia.org/wiki/Konrad_Laimer,medium,First-pass youth record from Wikipedia. Original youth span: 2002–2007. Club country still needs backfill.
Konrad Laimer,Austria,Red Bull Salzburg,https://en.wikipedia.org/wiki/FC_Red_Bull_Salzburg,Austria,10,16,2007,2013,Wikipedia player infobox,https://en.wikipedia.org/wiki/Konrad_Laimer,medium,First-pass youth record from Wikipedia. Original youth span: 2007–2014. Club country still needs backfill.
Marcel Sabitzer,Austria,Admira Villach [ de ],https://en.wikipedia.org/wiki/ESV_Admira_Villach?action=edit&redlink=1,Austria,6,7,2000,2001,Wikipedia player infobox,https://en.wikipedia.org/wiki/Marcel_Sabitzer,medium,First-pass youth record from Wikipedia. Original youth span: 2000–2001. Club country still needs backfill.
Marcel Sabitzer,Austria,Grazer AK,https://en.wikipedia.org/wiki/Grazer_AK,Austria,7,14,2001,2008,Wikipedia player infobox,https://en.wikipedia.org/wiki/Marcel_Sabitzer,medium,First-pass youth record from Wikipedia. Original youth span: 2001–2008. Club country still needs backfill.
Marcel Sabitzer,Austria,1. Wiener Neustädter SC,https://en.wikipedia.org/wiki/1._Wiener_Neustädter_SC_(2008),Austria,14,15,2008,2009,Wikipedia player infobox,https://en.wikipedia.org/wiki/Marcel_Sabitzer,medium,First-pass youth record from Wikipedia. Original youth span: 2008–2009. Club country still needs backfill.
Marcel Sabitzer,Austria,Admira Wacker,https://en.wikipedia.org/wiki/FC_Admira_Wacker_Mödling,Austria,15,16,2009,2010,Wikipedia player infobox,https://en.wikipedia.org/wiki/Marcel_Sabitzer,medium,First-pass youth record from Wikipedia. Original youth span: 2009–2010. Club country still needs backfill.
Marcel Sabitzer,Austria,Austria Wien,https://en.wikipedia.org/wiki/FK_Austria_Wien,Austria,15,15,2009,2009,Wikipedia player infobox,https://en.wikipedia.org/wiki/Marcel_Sabitzer,medium,First-pass youth record from Wikipedia. Original youth span: 2009. Club country still needs backfill.
Marko Arnautovic,Austria,Floridsdorfer AC,https://en.wikipedia.org/wiki/Floridsdorfer_AC,Austria,6,9,1995,1998,Wikipedia player infobox,https://en.wikipedia.org/wiki/Marko_Arnautovic,medium,First-pass youth record from Wikipedia. Original youth span: 1995–1998. Club country still needs backfill.
Marko Arnautovic,Austria,Austria Wien,https://en.wikipedia.org/wiki/FK_Austria_Wien,Austria,9,12,1998,2001,Wikipedia player infobox,https://en.wikipedia.org/wiki/Marko_Arnautovic,medium,First-pass youth record from Wikipedia. Original youth span: 1998–2001. Club country still needs backfill.
Marko Arnautovic,Austria,First Vienna FC,https://en.wikipedia.org/wiki/First_Vienna_FC,Austria,12,13,2001,2002,Wikipedia player infobox,https://en.wikipedia.org/wiki/Marko_Arnautovic,medium,First-pass youth record from Wikipedia. Original youth span: 2001–2002. Club country still needs backfill.
Marko Arnautovic,Austria,Austria Wien,https://en.wikipedia.org/wiki/FK_Austria_Wien,Austria,13,14,2002,2003,Wikipedia player infobox,https://en.wikipedia.org/wiki/Marko_Arnautovic,medium,First-pass youth record from Wikipedia. Original youth span: 2002–2003. Club country still needs backfill.
Marko Arnautovic,Austria,Rapid Wien,https://en.wikipedia.org/wiki/SK_Rapid_Wien,Austria,14,15,2003,2004,Wikipedia player infobox,https://en.wikipedia.org/wiki/Marko_Arnautovic,medium,First-pass youth record from Wikipedia. Original youth span: 2003–2004. Club country still needs backfill.
Marko Arnautovic,Austria,Floridsdorfer AC,https://en.wikipedia.org/wiki/Floridsdorfer_AC,Austria,15,16,2004,2005,Wikipedia player infobox,https://en.wikipedia.org/wiki/Marko_Arnautovic,medium,First-pass youth record from Wikipedia. Original youth span: 2004–2006. Club country still needs backfill.
Michael Gregoritsch,Austria,Grazer AK,https://en.wikipedia.org/wiki/Grazer_AK,Austria,7,14,2001,2008,Wikipedia player infobox,https://en.wikipedia.org/wiki/Michael_Gregoritsch,medium,First-pass youth record from Wikipedia. Original youth span: 2001–2008. Club country still needs backfill.
Michael Gregoritsch,Austria,Kapfenberger SV,https://en.wikipedia.org/wiki/Kapfenberger_SV,Austria,14,16,2008,2010,Wikipedia player infobox,https://en.wikipedia.org/wiki/Michael_Gregoritsch,medium,First-pass youth record from Wikipedia. Original youth span: 2008–2010. Club country still needs backfill.
Nicolas Seiwald,Austria,Red Bull Salzburg,https://en.wikipedia.org/wiki/FC_Red_Bull_Salzburg,Austria,8,16,2009,2017,Wikipedia player infobox,https://en.wikipedia.org/wiki/Nicolas_Seiwald,medium,First-pass youth record from Wikipedia. Original youth span: 2009–2019. Club country still needs backfill.
Paul Wanner,Austria,Bayern Munich,https://en.wikipedia.org/wiki/FC_Bayern_Munich_Junior_Team,Germany,13,16,2018,2021,Wikipedia player infobox,https://en.wikipedia.org/wiki/Paul_Wanner,medium,First-pass youth record from Wikipedia. Original youth span: 2018–2022. Club country still needs backfill.
Paul Wanner,Austria,FV Ravensburg,https://en.wikipedia.org/wiki/FV_Ravensburg,Germany,13,13,2018,2018,Wikipedia player infobox,https://en.wikipedia.org/wiki/Paul_Wanner,medium,First-pass youth record from Wikipedia. Original youth span: 0000 –2018. Club country still needs backfill.
Philipp Lienhart,Austria,Rapid Wien,https://en.wikipedia.org/wiki/SK_Rapid_Wien,Austria,12,16,2008,2012,Wikipedia player infobox,https://en.wikipedia.org/wiki/Philipp_Lienhart,medium,First-pass youth record from Wikipedia. Original youth span: 2008–2015. Club country still needs backfill.
Phillipp Mwene,Austria,Austria Wien,https://en.wikipedia.org/wiki/FK_Austria_Wien,Austria,8,16,2002,2010,Wikipedia player infobox,https://en.wikipedia.org/wiki/Phillipp_Mwene,medium,First-pass youth record from Wikipedia. Original youth span: 2002–2010. Club country still needs backfill.
Phillipp Mwene,Austria,VfB Stuttgart,https://en.wikipedia.org/wiki/VfB_Stuttgart,Germany,16,16,2010,2010,Wikipedia player infobox,https://en.wikipedia.org/wiki/Phillipp_Mwene,medium,First-pass youth record from Wikipedia. Original youth span: 2010–2013. Club country still needs backfill.
Romano Schmid,Austria,Sturm Graz,https://en.wikipedia.org/wiki/SK_Sturm_Graz,Austria,5,9,2005,2009,Wikipedia player infobox,https://en.wikipedia.org/wiki/Romano_Schmid,medium,First-pass youth record from Wikipedia. Original youth span: 2005–2009. Club country still needs backfill.
Romano Schmid,Austria,Union SV Vasoldsberg,,Austria,5,5,2005,2005,Wikipedia player infobox,https://en.wikipedia.org/wiki/Romano_Schmid,medium,First-pass youth record from Wikipedia. Original youth span: 0000 –2005. Club country still needs backfill.
Saša Kalajdžic,Austria,SV Donau,,Austria,7,9,2004,2006,Wikipedia player infobox,https://en.wikipedia.org/wiki/Saša_Kalajdžic,medium,First-pass youth record from Wikipedia. Original youth span: 2004–2006. Club country still needs backfill.
Saša Kalajdžic,Austria,SR Donaufeld Wien,,Austria,9,13,2006,2010,Wikipedia player infobox,https://en.wikipedia.org/wiki/Saša_Kalajdžic,medium,First-pass youth record from Wikipedia. Original youth span: 2006–2010. Club country still needs backfill.
Saša Kalajdžic,Austria,First Vienna FC,https://en.wikipedia.org/wiki/First_Vienna_FC,Austria,13,16,2010,2013,Wikipedia player infobox,https://en.wikipedia.org/wiki/Saša_Kalajdžic,medium,First-pass youth record from Wikipedia. Original youth span: 2010–2014. Club country still needs backfill.
Stefan Posch,Austria,Tus Kraubath,,Austria,7,11,2004,2008,Wikipedia player infobox,https://en.wikipedia.org/wiki/Stefan_Posch,medium,First-pass youth record from Wikipedia. Original youth span: 2004–2008. Club country still needs backfill.
Stefan Posch,Austria,DSV Leoben,,Austria,11,12,2008,2009,Wikipedia player infobox,https://en.wikipedia.org/wiki/Stefan_Posch,medium,First-pass youth record from Wikipedia. Original youth span: 2008–2009. Club country still needs backfill.
Stefan Posch,Austria,Grazer AK,https://en.wikipedia.org/wiki/Grazer_AK,Austria,12,13,2009,2010,Wikipedia player infobox,https://en.wikipedia.org/wiki/Stefan_Posch,medium,First-pass youth record from Wikipedia. Original youth span: 2009–2010. Club country still needs backfill.
Stefan Posch,Austria,AKA HIB Liebenau,,Austria,13,13,2010,2010,Wikipedia player infobox,https://en.wikipedia.org/wiki/Stefan_Posch,medium,First-pass youth record from Wikipedia. Original youth span: 2010. Club country still needs backfill.
Stefan Posch,Austria,Sturm Graz,https://en.wikipedia.org/wiki/SK_Sturm_Graz,Austria,13,14,2010,2011,Wikipedia player infobox,https://en.wikipedia.org/wiki/Stefan_Posch,medium,First-pass youth record from Wikipedia. Original youth span: 2010–2011. Club country still needs backfill.
Stefan Posch,Austria,Admira Wacker,https://en.wikipedia.org/wiki/FC_Admira_Wacker_Mödling,Austria,14,16,2011,2013,Wikipedia player infobox,https://en.wikipedia.org/wiki/Stefan_Posch,medium,First-pass youth record from Wikipedia. Original youth span: 2011–2014. Club country still needs backfill.
Xaver Schlager,Austria,St. Valentin,,Austria,6,12,2003,2009,Wikipedia player infobox,https://en.wikipedia.org/wiki/Xaver_Schlager,medium,First-pass youth record from Wikipedia. Original youth span: 2003–2009. Club country still needs backfill.
Xaver Schlager,Austria,Red Bull Salzburg,https://en.wikipedia.org/wiki/FC_Red_Bull_Salzburg,Austria,12,16,2009,2013,Wikipedia player infobox,https://en.wikipedia.org/wiki/Xaver_Schlager,medium,First-pass youth record from Wikipedia. Original youth span: 2009–2015. Club country still needs backfill.
Alexis Saelemaekers,Belgium,V. Beersel-Drogenbos,,Belgium,11,13,2010,2012,Wikipedia player infobox,https://en.wikipedia.org/wiki/Alexis_Saelemaekers,medium,First-pass youth record from Wikipedia. Original youth span: 2010–2012. Club country still needs backfill.
Alexis Saelemaekers,Belgium,Anderlecht,https://en.wikipedia.org/wiki/RSC_Anderlecht,Belgium,13,16,2012,2015,Wikipedia player infobox,https://en.wikipedia.org/wiki/Alexis_Saelemaekers,medium,First-pass youth record from Wikipedia. Original youth span: 2012–2018. Club country still needs backfill.
Amadou Onana,Belgium,TSG Hoffenheim,https://en.wikipedia.org/wiki/TSG_1899_Hoffenheim,Germany,16,16,2017,2017,Wikipedia player infobox,https://en.wikipedia.org/wiki/Amadou_Onana,medium,First-pass youth record from Wikipedia. Original youth span: 2017–2020. Club country still needs backfill.
Amadou Onana,Belgium,Zulte Waregem,https://en.wikipedia.org/wiki/SV_Zulte_Waregem,Belgium,16,16,2017,2017,Wikipedia player infobox,https://en.wikipedia.org/wiki/Amadou_Onana,medium,First-pass youth record from Wikipedia. Original youth span: 0000 –2017. Club country still needs backfill.
Arthur Theate,Belgium,Alliance Melen-Micheroux,,Belgium,5,9,2005,2009,Wikipedia player infobox,https://en.wikipedia.org/wiki/Arthur_Theate,medium,First-pass youth record from Wikipedia. Original youth span: 2005–2009. Club country still needs backfill.
Arthur Theate,Belgium,Eupen,https://en.wikipedia.org/wiki/KAS_Eupen,Belgium,9,11,2009,2011,Wikipedia player infobox,https://en.wikipedia.org/wiki/Arthur_Theate,medium,First-pass youth record from Wikipedia. Original youth span: 2009–2011. Club country still needs backfill.
Arthur Theate,Belgium,Genk,https://en.wikipedia.org/wiki/KRC_Genk,Belgium,11,14,2011,2014,Wikipedia player infobox,https://en.wikipedia.org/wiki/Arthur_Theate,medium,First-pass youth record from Wikipedia. Original youth span: 2011–2014. Club country still needs backfill.
Arthur Theate,Belgium,Standard Liège,https://en.wikipedia.org/wiki/Standard_Liège,Belgium,14,16,2014,2016,Wikipedia player infobox,https://en.wikipedia.org/wiki/Arthur_Theate,medium,First-pass youth record from Wikipedia. Original youth span: 2014–2017. Club country still needs backfill.
Brandon Mechele,Belgium,Club Brugge,https://en.wikipedia.org/wiki/Club_Brugge_KV,Belgium,6,16,1999,2009,Wikipedia player infobox,https://en.wikipedia.org/wiki/Brandon_Mechele,medium,First-pass youth record from Wikipedia. Original youth span: 1999–2013. Club country still needs backfill.
Charles De Ketelaere,Belgium,Club Brugge,https://en.wikipedia.org/wiki/Club_Brugge_KV,Belgium,7,16,2008,2017,Wikipedia player infobox,https://en.wikipedia.org/wiki/Charles_De_Ketelaere,medium,First-pass youth record from Wikipedia. Original youth span: 2008–2019. Club country still needs backfill.
